title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Don't You Want Me - 2002 - Remaster,The Human League,0.734,0.797,9,-6.786,0,0.0454,0.0729,0.0,0.0976,0.921,117.627
Send Me An Angel,Scorpions,0.231,0.43,1,-11.601,1,0.0301,0.448,0.00141,0.229,0.155,104.668
Venus,Shocking Blue,0.691,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111
I Can't Dance,Genesis,0.938,0.604,3,-6.361,1,0.0439,0.462,1.19e-05,0.0354,0.869,107.53
Dance With Somebody,Mando Diao,0.555,0.841,1,-5.353,0,0.0981,0.00462,1.12e-05,0.257,0.534,150.27
Maneater,Daryl Hall & John Oates,0.732,0.696,11,-7.585,0,0.0404,0.0275,7.31e-05,0.095,0.806,88.794
Don't Bring Me Down,Electric Light Orchestra,0.637,0.858,2,-6.917,1,0.0338,0.133,0.000557,0.0652,0.798,115.696
Wishing Well,Sananda Maitreya,0.859,0.659,10,-6.58,0,0.0616,0.0996,0.0,0.137,0.807,104.952
Hero (feat. Josey Scott),Chad Kroeger,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387
Baker Street,Gerry Rafferty,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762
All Night Long (All Night),Lionel Richie,0.728,0.556,1,-12.888,1,0.0472,0.136,0.00298,0.0455,0.805,108.81
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,0.502,0.754,7,-4.87,1,0.0316,0.0321,2.03e-05,0.151,0.39,78.513
This Is What It Feels Like,Armin van Buuren,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885
I Shot The Sheriff,Eric Clapton,0.727,0.766,7,-7.135,0,0.0554,0.0872,0.00274,0.111,0.666,94.459
Bette Davis Eyes,Kim Carnes,0.664,0.654,5,-9.324,1,0.0333,0.0657,1.06e-06,0.254,0.585,116.448
Crazy,Gnarls Barkley,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97
Could You Be Loved,Bob Marley & The Wailers,0.92,0.743,0,-7.754,1,0.102,0.407,0.00028,0.0875,0.76,103.326
America,Razorlight,0.316,0.569,2,-5.005,1,0.0321,0.337,7.67e-06,0.395,0.154,90.066
Let Me Entertain You - 2004 Mix,Robbie Williams,0.461,0.965,10,-4.085,1,0.0825,0.00335,0.00157,0.0847,0.348,125.149
Everybody`s Got To Learn Sometime,The Korgis,0.634,0.226,4,-12.262,1,0.0492,0.89,6.36e-05,0.241,0.167,74.265
Paradise,Coldplay,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
Big Log - 2006 Remaster,Robert Plant,0.554,0.639,9,-7.163,0,0.0278,0.359,0.00274,0.205,0.644,180.638
Hands Clean,Alanis Morissette,0.506,0.806,7,-4.775,1,0.0293,0.00187,1.76e-06,0.52,0.49,100.115
West End Girls,Pet Shop Boys,0.627,0.905,4,-9.921,0,0.037,0.0331,0.0199,0.255,0.644,113.247
Living on My Own - Julian Raymond Album Mix,Freddie Mercury,0.682,0.862,7,-7.775,1,0.0463,0.00733,0.00792,0.371,0.519,123.71
The Way You Make Me Feel - Single Version,Michael Jackson,0.759,0.818,1,-6.011,1,0.216,0.0467,0.000158,0.103,0.535,171.708
People Are People,Depeche Mode,0.681,0.856,9,-6.533,0,0.0604,0.0743,1.1e-06,0.67,0.792,119.977
Mr. Vain,Culture Beat,0.676,0.996,9,-7.946,0,0.0397,0.0478,0.262,0.333,0.4,132.871
To the Moon & Back,Savage Garden,0.594,0.82,0,-5.329,0,0.0364,0.0325,4.53e-06,0.103,0.369,104.104
Love of the Common People,Paul Young,0.739,0.754,9,-6.538,1,0.0709,0.0898,1.3e-06,0.0621,0.897,90.69
The Boys Of Summer,Don Henley,0.516,0.776,6,-6.409,1,0.0412,0.399,0.00128,0.21,0.859,177.399
Shut Your Eyes,Snow Patrol,0.695,0.742,1,-6.201,1,0.0313,0.144,0.000274,0.0956,0.834,125.01
Dancing Queen,ABBA,0.512,0.933,9,-4.343,1,0.0504,0.177,0.00129,0.573,0.71,100.543
Cats In The Cradle,Ugly Kid Joe,0.399,0.523,8,-9.437,1,0.0361,0.143,0.0,0.0769,0.436,74.836
Everybody Needs Somebody To Love,The Blues Brothers,0.525,0.686,5,-8.879,1,0.0325,0.18,2.66e-06,0.274,0.91,193.667
Heaven,Bryan Adams,0.394,0.398,9,-13.874,0,0.0262,0.0492,0.0,0.115,0.357,69.979
It's My Life,Bon Jovi,0.546,0.931,0,-3.025,0,0.0507,0.0295,1.67e-05,0.366,0.527,120.01
Ready to Go,Republica,0.559,0.952,7,-4.68,1,0.0544,0.000242,0.192,0.204,0.243,130.047
I Will Survive - Rerecorded,Gloria Gaynor,0.673,0.752,9,-7.978,0,0.0491,0.00309,0.0,0.112,0.576,120.041
Close To Me,The Cure,0.724,0.523,11,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075
Poker Face,Lady Gaga,0.851,0.806,4,-4.618,1,0.0788,0.12,1.39e-06,0.122,0.775,119.002
Never Tear Us Apart,INXS,0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6
Ruby,Kaiser Chiefs,0.451,0.94,5,-2.797,0,0.0491,0.00732,4.26e-06,0.0776,0.468,93.631
Walking On The Moon,The Police,0.658,0.355,2,-13.634,0,0.0405,0.00638,0.00598,0.228,0.417,145.928
Sadeness,Enigma,0.588,0.644,7,-9.547,1,0.0338,0.0928,0.0472,0.092,0.49,95.647
Careless Whisper,George Michael,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119
Roar,Katy Perry,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29e-05,0.55,0.404,179.771
Vogue,Madonna,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998
Hard to Say I'm Sorry / Get Away,Chicago,0.332,0.569,4,-7.426,1,0.0393,0.146,0.000342,0.202,0.236,72.41
Californication,Red Hot Chili Peppers,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483
Smalltown Boy,Bronski Beat,0.679,0.564,10,-11.247,1,0.0267,0.529,0.0709,0.275,0.926,134.586
1979,The Smashing Pumpkins,0.768,0.744,8,-11.267,1,0.0338,0.0218,0.712,0.063,0.963,127.036
Drive,The Cars,0.579,0.646,6,-9.495,1,0.0286,0.0852,0.00232,0.091,0.539,111.081
Stars,Simply Red,0.718,0.852,7,-6.024,1,0.0263,0.158,0.000597,0.31,0.804,103.677
Sharp Dressed Man,ZZ Top,0.653,0.766,0,-8.078,1,0.0261,0.000464,0.00206,0.103,0.396,125.113
No Woman No Cry,Bob Marley & The Wailers,0.896,0.294,0,-14.102,1,0.0519,0.101,0.0,0.0759,0.643,98.552
No Son Of Mine,Genesis,0.678,0.71,4,-4.443,0,0.0305,0.456,4.14e-05,0.0535,0.308,104.011
Another One Bites The Dust,Queen,0.931,0.528,5,-6.511,0,0.164,0.0953,0.353,0.136,0.787,109.962
Holding Back the Years,Simply Red,0.709,0.502,9,-9.267,0,0.0283,0.558,7.9e-05,0.0917,0.551,86.042
Human,The Killers,0.547,0.837,10,-7.085,1,0.0676,0.00112,0.000624,0.0937,0.568,135.47
Dreamer,Supertramp,0.644,0.534,5,-11.107,1,0.0583,0.832,0.0294,0.0828,0.842,148.177
Human Touch,Bruce Springsteen,0.648,0.62,0,-10.508,1,0.0275,0.00206,3.58e-05,0.085,0.447,115.171
Hold On My Heart,Genesis,0.458,0.442,5,-9.752,0,0.0286,0.562,0.00838,0.0732,0.297,171.947
That Don't Impress Me Much,Shania Twain,0.738,0.87,10,-4.828,0,0.0508,0.154,0.0,0.172,0.966,124.997
A Kind Of Magic,Queen,0.672,0.782,9,-5.925,1,0.0349,0.0174,0.000823,0.102,0.713,130.092
Back To Life (However Do You Want Me) - One World Remix,Soul II Soul,0.776,0.591,6,-11.438,1,0.0613,0.000443,0.0521,0.271,0.698,103.067
Wake Me up When September Ends,Green Day,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98
Waiting for a Girl like You - 2008 Remaster,Foreigner,0.321,0.522,10,-7.349,0,0.0339,0.404,9.56e-06,0.0922,0.456,202.689
How to Save a Life,The Fray,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035
Papa Don't Preach,Madonna,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976
"Love Is All Around - From ""Four Weddings and a Funeral"" Original Motion Picture Soundtrack",Wet Wet Wet,0.438,0.673,10,-7.7,1,0.0314,0.255,0.0,0.208,0.596,169.851
Bad Boys (Theme From Cops) - Original Version,Inner Circle,0.782,0.726,7,-7.763,1,0.0627,0.221,0.000347,0.0832,0.531,87.89
Let's Dance - 2002 Remaster,David Bowie,0.653,0.703,10,-7.7,0,0.0459,0.00639,0.0119,0.137,0.778,114.701
It Ain't Over 'Til It's Over,Lenny Kravitz,0.663,0.748,6,-5.83,1,0.0462,0.277,0.003,0.312,0.926,159.719
I Want It All - 2010 Digital Remaster,Queen,0.41,0.834,11,-5.771,0,0.0457,0.0292,2.55e-06,0.383,0.444,92.23
Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05
Don't Stop 'Til You Get Enough,Michael Jackson,0.884,0.928,11,-4.569,1,0.0877,0.0672,0.0152,0.054,0.914,119.354
F**kin' Perfect,P!nk,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964
Butterfly,Crazy Town,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502
Sexcrime (Nineteen Eighty-Four),Eurythmics,0.668,0.703,11,-12.667,0,0.0481,0.0296,4.56e-06,0.187,0.544,119.053
Rosanna,TOTO,0.537,0.698,7,-6.825,0,0.0337,0.0203,0.000722,0.306,0.699,82.624
Uptown Girl,Billy Joel,0.696,0.943,4,-2.962,1,0.0431,0.0736,0.0,0.653,0.833,129.003
Just Like a Pill,P!nk,0.67,0.813,9,-3.509,1,0.0276,7.81e-05,0.0,0.0774,0.24,102.051
Maniac (Flashdance Version) (Re-Recorded / Remastered),Michael Sembello,0.637,0.73,3,-7.368,0,0.034,0.00482,0.000449,0.0251,0.829,157.202
In The Shadows - Radio Edit,The Rasmus,0.599,0.789,2,-4.337,1,0.0274,9.9e-05,4.28e-05,0.622,0.739,106.007
I'm On Fire,Bruce Springsteen,0.618,0.386,4,-16.696,1,0.0352,0.664,0.0778,0.0763,0.827,88.594
Message In A Bottle,The Police,0.564,0.816,1,-8.453,0,0.0364,0.0562,1.48e-05,0.196,0.842,150.945
Hungry Heart,Bruce Springsteen,0.638,0.825,1,-10.174,1,0.0268,0.0927,0.00309,0.231,0.972,109.811
Mmm Mmm Mmm Mmm,Crash Test Dummies,0.585,0.564,3,-7.579,1,0.0226,0.236,2.22e-05,0.0609,0.383,92.949
Keep The Faith,Bon Jovi,0.58,0.968,5,-3.606,0,0.05,0.0015,0.00152,0.202,0.593,117.784
It's Raining Again,Supertramp,0.583,0.675,10,-7.357,1,0.0295,0.575,0.00132,0.33,0.578,121.199
Stay,Rihanna,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893
Shiny Happy People,R.E.M.,0.491,0.87,9,-5.99,1,0.0308,0.00361,0.126,0.184,0.814,124.444
Don't Go,Yazoo,0.772,0.676,6,-7.897,1,0.0428,0.394,0.000935,0.0479,0.705,126.285
Hand in My Pocket,Alanis Morissette,0.642,0.769,0,-4.501,1,0.0269,0.0522,0.00032,0.0772,0.621,92.292
All Together Now,The Farm,0.612,0.648,2,-13.011,1,0.0327,0.0091,0.000752,0.126,0.336,111.675
Rehab,Amy Winehouse,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515
Such a Shame,Talk Talk,0.598,0.68,3,-11.431,0,0.029,0.209,0.00172,0.3,0.708,112.067
Hey There Delilah,Plain White T's,0.51,0.376,2,-10.995,1,0.0307,0.865,0.000121,0.113,0.321,103.851
Every Little Thing She Does Is Magic,The Police,0.552,0.73,2,-9.945,1,0.0398,0.124,0.0532,0.133,0.446,81.947
Run To You,Bryan Adams,0.572,0.798,4,-6.329,1,0.0263,0.00203,0.000566,0.183,0.647,126.361
Supreme - 2004 Mix,Robbie Williams,0.561,0.85,5,-5.14,1,0.0585,0.00268,0.0,0.319,0.756,96.218
The Scientist,Coldplay,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
Promised You A Miracle - Remastered 2001 / Edit,Simple Minds,0.655,0.857,5,-6.399,0,0.0368,0.00166,0.00337,0.215,0.872,113.981
Killer / Papa Was a Rollin' Stone,George Michael,0.714,0.976,10,-7.349,0,0.0548,0.0284,0.00695,0.756,0.577,121.89
Walking in Memphis,Marc Cohn,0.567,0.512,0,-8.831,1,0.0357,0.545,0.0,0.296,0.334,130.271
Born To Be Wild,Steppenwolf,0.449,0.807,9,-10.417,1,0.0762,0.212,0.0562,0.141,0.661,146.379
Hello,Martin Solveig,0.668,0.938,3,-4.201,1,0.032,0.0252,0.0166,0.0429,0.473,127.987
To Be With You,Mr. Big,0.696,0.419,4,-7.289,1,0.0419,0.245,0.0,0.0785,0.487,83.653
Dirty Diana,Michael Jackson,0.746,0.774,3,-5.607,1,0.0523,0.245,0.000287,0.292,0.372,131.391
(I Can't Help) Falling In Love With You,UB40,0.637,0.837,2,-8.605,1,0.0363,0.0393,0.00294,0.139,0.825,172.455
Money For Nothing,Dire Straits,0.644,0.776,7,-6.803,0,0.0376,0.037,0.000107,0.0591,0.604,134.199
Road to Nowhere - 2005 Remaster,Talking Heads,0.654,0.789,2,-4.901,1,0.0322,0.0404,1.29e-05,0.119,0.579,110.378
No Rain - Remastered 2002,Blind Melon,0.383,0.599,9,-5.432,1,0.0304,0.644,3.61e-05,0.311,0.547,148.018
In The Army Now,Status Quo,0.681,0.729,9,-7.571,0,0.024,0.108,1.2e-05,0.136,0.937,104.669
I Heard It Through The Grapevine - Single Version (Mono),Marvin Gaye,0.722,0.45,3,-7.503,0,0.0396,0.199,3.14e-06,0.0739,0.664,118.447
Here Comes the Rain Again,Eurythmics,0.625,0.638,0,-12.04,1,0.0313,0.139,3.23e-05,0.274,0.649,126.438
It's My Life,No Doubt,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316
My Favourite Game,The Cardigans,0.594,0.766,5,-7.598,0,0.0327,0.000156,0.00345,0.086,0.453,143.482
Le Freak,CHIC,0.867,0.746,7,-7.445,1,0.0475,0.0453,0.0,0.123,0.933,118.616
Centerfold,The J. Geils Band,0.645,0.593,0,-14.233,1,0.0419,0.261,0.0,0.373,0.916,114.523
1973,James Blunt,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007
"What Is Love - 7"" Mix",Haddaway,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871
Take My Breath Away (Re-Recorded),Berlin,0.515,0.639,10,-5.992,0,0.0251,0.17,2.75e-06,0.478,0.566,96.248
Borderline,Madonna,0.807,0.764,2,-5.186,1,0.0312,0.082,3.87e-05,0.115,0.371,119.867
Stan,Eminem,0.781,0.74,6,-5.065,0,0.208,0.0375,2.27e-06,0.449,0.527,80.056
"Happy - From ""Despicable Me 2""",Pharrell Williams,0.662,0.757,5,-6.818,0,0.144,0.291,0.0,0.0885,0.962,159.945
Something Beautiful - Radio Edit,Robbie Williams,0.546,0.497,10,-6.797,1,0.0285,0.0641,0.0,0.09,0.757,171.994
Photograph,Nickelback,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916
The Sun Always Shines on T.V.,a-ha,0.522,0.873,7,-8.147,1,0.0529,0.017,0.0624,0.196,0.222,126.523
Everybody Wants To Rule The World,Tears For Fears,0.632,0.929,7,-5.868,1,0.0703,0.3,0.00333,0.123,0.5,111.968
Orinoco Flow - 2009 Remaster,Enya,0.692,0.462,0,-10.732,1,0.028,0.726,0.0193,0.107,0.545,115.003
Right Here Waiting,Richard Marx,0.545,0.28,0,-11.974,1,0.0251,0.791,0.0,0.104,0.123,89.105
Far Away,Nickelback,0.521,0.781,6,-5.154,1,0.0313,0.000604,0.0,0.103,0.305,132.901
"De Do Do Do, De Da Da Da",The Police,0.788,0.473,9,-10.501,1,0.0545,0.0573,0.0469,0.339,0.872,147.69
Future Love Paradise,Seal,0.453,0.851,9,-5.43,1,0.0672,0.152,0.0,0.263,0.761,174.874
Radio Ga Ga,Queen,0.745,0.517,5,-7.725,1,0.0356,0.19,0.000302,0.231,0.679,112.341
This Is The Life,Amy Macdonald,0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083
Bohemian Like You,The Dandy Warhols,0.583,0.922,4,-6.391,1,0.0331,0.00304,0.672,0.143,0.741,131.262
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882
Wisemen,James Blunt,0.633,0.701,10,-5.969,1,0.0267,0.253,4.79e-05,0.165,0.634,151.892
This Is Not America - 2002 Remastered Version,David Bowie,0.715,0.692,0,-11.724,0,0.0384,0.0637,0.00299,0.0635,0.692,115.285
Look Away,Chicago,0.394,0.557,9,-7.152,1,0.0324,0.464,0.0,0.112,0.186,172.912
Start Me Up,The Rolling Stones,0.629,0.905,5,-4.745,1,0.0378,0.0273,0.199,0.0644,0.967,122.448
Grace Kelly,MIKA,0.676,0.824,0,-5.752,1,0.0449,0.0271,0.0152,0.363,0.696,122.221
Something Got Me Started,Simply Red,0.685,0.923,2,-5.798,1,0.0485,0.0157,0.000101,0.112,0.727,112.121
Big Yellow Taxi,Counting Crows,0.674,0.867,1,-4.329,1,0.0462,0.00199,0.0,0.206,0.817,88.039
Alone,Heart,0.411,0.685,1,-5.755,1,0.0377,0.609,0.0001,0.108,0.147,175.186
Our House,Madness,0.598,0.82,0,-4.656,1,0.0479,0.0633,0.000144,0.172,0.774,121.243
New Sensation,INXS,0.682,0.953,9,-4.933,1,0.0622,0.0059,5.38e-05,0.0672,0.926,115.408
Rockstar,Nickelback,0.617,0.912,0,-3.339,1,0.0371,0.0453,0.0,0.308,0.687,144.05
It's Probably Me,Sting,0.791,0.41,4,-12.604,0,0.084,0.167,4.38e-06,0.0763,0.511,91.021
Under Pressure,Queen,0.666,0.719,2,-7.216,1,0.0457,0.523,0.0,0.0751,0.52,113.549
Senza una donna (Without a Woman) (feat. Paul Young),Zucchero,0.569,0.536,11,-6.361,0,0.0272,0.264,0.0,0.125,0.497,157.237
Somewhere Only We Know,Keane,0.449,0.625,9,-5.793,1,0.0259,0.068,1.92e-05,0.0945,0.364,171.993
You Get What You Give,New Radicals,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967
Dancing With Tears In My Eyes,Ultravox,0.589,0.904,9,-7.888,1,0.0441,0.129,0.000347,0.599,0.924,143.973
You'll Be In My Heart,Phil Collins,0.564,0.625,8,-10.5,1,0.0275,0.0514,6.16e-06,0.0973,0.635,96.576
The Show Must Go On,Queen,0.269,0.644,11,-7.405,0,0.0473,0.45,4.11e-06,0.129,0.0632,168.269
Da Ya Think I'm Sexy?,Rod Stewart,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504
Halfway Gone,Lifehouse,0.543,0.919,1,-4.831,0,0.0415,0.000441,0.0,0.238,0.498,125.017
Typical Male,Tina Turner,0.758,0.852,1,-4.45,0,0.0418,0.0302,0.0187,0.0492,0.804,106.007
Man On The Moon,R.E.M.,0.647,0.727,7,-6.323,1,0.0261,0.401,0.000408,0.144,0.695,118.57
More Than Words,Extreme,0.621,0.144,6,-14.201,1,0.0298,0.464,0.0,0.12,0.255,91.354
Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994
Come On Eileen,Dexys Midnight Runners,0.466,0.615,0,-9.102,1,0.0492,0.413,0.0,0.343,0.812,108.016
Driver's Seat,Sniff 'n' The Tears,0.745,0.794,11,-8.007,0,0.0383,0.00263,0.016,0.0921,0.978,133.051
Love Hurts,Nazareth,0.441,0.452,0,-8.442,1,0.0251,0.00124,0.000709,0.257,0.117,80.093
That Was Yesterday - 2008 Remaster,Foreigner,0.398,0.792,3,-3.95,0,0.033,0.0588,1.71e-05,0.297,0.464,114.78
Wonderful World,James Morrison,0.474,0.709,1,-4.62,1,0.0292,0.0572,0.0,0.0967,0.586,79.056
Abracadabra,Steve Miller Band,0.792,0.533,9,-13.277,0,0.0361,0.0758,3.34e-06,0.192,0.965,127.5
The Wild Boys,Duran Duran,0.741,0.838,11,-7.622,0,0.0637,0.407,0.0,0.138,0.586,115.689
Maria,Blondie,0.287,0.923,9,-6.084,1,0.0736,0.00691,2.15e-05,0.949,0.434,161.37
I'm Still Standing,Elton John,0.507,0.902,10,-7.617,0,0.124,0.338,0.00225,0.286,0.801,176.866
Land Of Confusion,Genesis,0.636,0.951,1,-4.386,1,0.0412,0.0247,0.000109,0.163,0.807,115.199
One Of Us - Short Version,Joan Osborne,0.465,0.556,9,-7.577,1,0.0255,0.00829,3.72e-06,0.336,0.353,87.619
Mercy,Duffy,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912
Say What You Want,Texas,0.634,0.825,4,-6.012,1,0.0746,0.174,0.0,0.115,0.78,95.891
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,0.47,0.707,11,-6.914,0,0.0371,0.000139,0.013,0.0402,0.717,118.956
It's My Life,Talk Talk,0.603,0.896,0,-4.928,1,0.0435,0.0758,0.465,0.306,0.827,126.282
Where Is The Love?,Black Eyed Peas,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059
Addicted To Love,Robert Palmer,0.695,0.699,2,-9.217,1,0.0318,0.345,9.49e-06,0.0879,0.973,111.548
Ho Hey,The Lumineers,0.685,0.474,0,-9.105,1,0.0313,0.779,1.23e-06,0.149,0.36,79.991
One More Time,Daft Punk,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746
Shout,Tears For Fears,0.505,0.986,0,-4.268,0,0.0583,0.211,1.29e-05,0.599,0.388,97.891
Go Your Own Way,Fleetwood Mac,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68
Wild World - Remastered Version,Mr. Big,0.578,0.77,5,-5.147,1,0.0295,0.237,0.0,0.265,0.664,143.508
What's Up?,4 Non Blondes,0.566,0.57,11,-9.875,0,0.0285,0.156,0.0,0.118,0.491,134.537
Easy Lover - Remastered,Philip Bailey,0.747,0.794,1,-9.455,1,0.0342,0.0478,0.00209,0.056,0.932,128.91
Like a Prayer,Madonna,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037
Fly Away,Lenny Kravitz,0.597,0.868,7,-5.095,1,0.0526,0.0212,0.0,0.664,0.709,160.021
Anybody Seen My Baby?,The Rolling Stones,0.635,0.657,4,-6.497,0,0.0303,0.00331,0.00105,0.428,0.531,105.077
Kiss,Prince,0.898,0.271,7,-12.233,1,0.091,0.0132,0.00135,0.0461,0.742,111.484
Unbelievable,EMF,0.637,0.849,1,-6.855,1,0.0362,0.000341,0.0386,0.141,0.936,104.074
How Do You Do!,Roxette,0.619,0.72,0,-6.584,1,0.0275,0.0194,1.68e-06,0.218,0.852,120.874
Running In The Family - Single Version,Level 42,0.837,0.845,2,-5.291,1,0.0445,0.056,0.0,0.101,0.957,124.738
Bring Me To Life,Evanescence,0.322,0.947,4,-3.173,0,0.12,0.00846,3.95e-06,0.238,0.269,189.994
Dancing On The Ceiling,Lionel Richie,0.706,0.679,0,-10.741,1,0.0457,0.0691,3.23e-05,0.355,0.772,133.224
A Horse with No Name,America,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179
Whataya Want from Me,Adam Lambert,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948
'74-'75,The Connells,0.525,0.591,11,-9.153,1,0.0253,0.2,0.00775,0.0676,0.42,143.878
First Time,Robin Beck,0.584,0.59,9,-7.051,0,0.0243,0.255,1.04e-06,0.088,0.378,98.025
We like to Party! (The Vengabus),Vengaboys,0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986
Nikita,Elton John,0.637,0.611,7,-9.7,1,0.0272,0.193,5.31e-05,0.0667,0.72,86.591
You Can Call Me Al,Paul Simon,0.777,0.725,5,-9.012,1,0.047,0.126,0.0108,0.0917,0.851,128.349
Built to Last,Mêlée,0.51,0.867,1,-3.436,1,0.034,0.0778,0.0,0.07,0.43,127.19
A Good Heart,Feargal Sharkey,0.653,0.884,10,-10.224,1,0.0444,0.417,0.0,0.318,0.762,104.647
Ordinary World,Duran Duran,0.507,0.716,1,-4.98,0,0.0311,0.0129,1.59e-05,0.324,0.302,140.056
Mr. Jones,Counting Crows,0.571,0.836,0,-5.556,1,0.0371,0.193,4.09e-06,0.182,0.73,141.608
Walking On Sunshine,Katrina & The Waves,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
Live Is Life - Live,Opus,0.624,0.925,9,-6.004,0,0.0532,0.195,1.33e-06,0.98,0.596,93.705
Bend & Break,Keane,0.472,0.777,4,-5.179,1,0.0288,0.00069,4.18e-05,0.147,0.534,137.925
Invisible Touch,Genesis,0.678,0.931,0,-2.729,1,0.0299,0.25,0.00487,0.103,0.849,131.068
Sowing The Seeds Of Love,Tears For Fears,0.341,0.685,5,-10.825,1,0.0336,0.0375,3.92e-05,0.317,0.698,86.889
The Power Of Love,Huey Lewis & The News,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773
"All For Love - From ""The Three Musketeers"" Soundtrack",Bryan Adams,0.477,0.569,2,-6.56,1,0.0272,0.207,0.0,0.12,0.119,74.819
Beds Are Burning - Remastered,Midnight Oil,0.754,0.496,0,-8.7,1,0.0351,0.00539,0.000152,0.0871,0.341,119.186
Breakfast At Tiffany's,Deep Blue Something,0.467,0.563,2,-13.442,1,0.0395,0.0121,0.000202,0.0469,0.604,114.75
We Don't Need Another Hero (Thunderdome),Tina Turner,0.709,0.693,8,-4.951,0,0.0392,0.18,0.00492,0.126,0.734,98.843
Give A Little Bit,Supertramp,0.527,0.784,2,-7.37,1,0.0447,0.0607,0.0263,0.29,0.515,90.82
Supergirl,Reamonn,0.662,0.515,6,-9.501,0,0.0296,0.136,0.011,0.0925,0.376,116.24
Man! I Feel Like A Woman! - Alternate Version,Shania Twain,0.668,0.867,10,-2.942,1,0.0515,0.565,0.0,0.0873,0.702,125.017
Unchain My Heart,Joe Cocker,0.68,0.8,9,-9.781,0,0.039,0.0898,0.000193,0.0877,0.798,117.918
The Reason,Hoobastank,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952
Black Velvet,Alannah Myles,0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147
Lovefool - Radio Edit,The Cardigans,0.648,0.688,9,-4.671,1,0.0282,0.0251,3.08e-06,0.149,0.937,111.854
When You're Gone,Bryan Adams,0.545,0.931,0,-6.277,1,0.0352,0.000329,3.2e-05,0.135,0.653,125.515
